id,host_id,host_is_superhost,host_listings_count,property_type,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month
14500851,11388964,TRUE,0,Entire rental unit,Entire home/apt,$66.00,1,68,4.17,1.13
14509329,89512390,TRUE,6,Entire rental unit,Entire home/apt,$95.00,2,343,4.84,6.03
14509523,89512390,TRUE,6,Entire rental unit,Entire home/apt,$95.00,2,349,4.89,6.05
14520523,89722282,TRUE,7,Private room in residential home,Private room,$54.00,2,70,4.86,1.17
14520572,89724608,FALSE,1,Entire rental unit,Entire home/apt,$125.00,3,3,4.5,0.11
14521296,89734046,FALSE,1,Entire condominium (condo),Entire home/apt,$200.00,2,15,4.8,0.26
14539272,52208881,TRUE,3,Entire rental unit,Entire home/apt,$71.00,3,117,4.85,2.09
14540450,17277665,FALSE,1,Entire rental unit,Entire home/apt,$69.00,2,282,4.96,4.67
14572211,33520152,FALSE,2,Private room in rental unit,Private room,$42.00,1,1,4,0.02
14604853,51054790,TRUE,7,Entire rental unit,Entire home/apt,$400.00,2,62,4.82,1.11
14617664,8720651,TRUE,1,Entire rental unit,Entire home/apt,$94.00,7,226,4.91,3.77
14621499,90757404,TRUE,1,Entire rental unit,Entire home/apt,$150.00,3,34,4.88,0.63
14621872,49930101,FALSE,3,Entire rental unit,Entire home/apt,$87.00,1,21,4.67,0.35
14639660,33520152,FALSE,2,Private room in rental unit,Private room,$42.00,1,0,NA,NA
14645223,90921064,TRUE,1,Entire rental unit,Entire home/apt,$183.00,2,177,4.96,3.04
14663956,4338442,TRUE,2,Entire condominium (condo),Entire home/apt,$84.00,2,429,4.94,7.36
14670475,74767724,FALSE,1,Entire rental unit,Entire home/apt,$80.00,2,20,4.7,0.42
14678329,56306502,TRUE,1,Entire rental unit,Entire home/apt,$60.00,2,131,4.97,2.2
14680012,91261907,TRUE,6,Entire loft,Entire home/apt,$140.00,2,87,4.86,1.46
14691319,60582691,TRUE,22,Entire residential home,Entire home/apt,$560.00,2,15,4.93,0.26
14702247,91427169,FALSE,2,Entire rental unit,Entire home/apt,$150.00,2,130,4.93,2.19
14720970,91625921,FALSE,1,Entire rental unit,Entire home/apt,$115.00,3,14,5,0.3
14723841,60414200,FALSE,4,Private room in condominium (condo),Private room,$32.00,1,350,4.79,5.87
14724043,6452298,TRUE,1,Entire rental unit,Entire home/apt,$73.00,2,213,4.92,4.18
14729736,32005230,TRUE,8,Entire townhouse,Entire home/apt,$34.00,3,11,4.5,0.2
14735203,91777612,FALSE,0,Entire rental unit,Entire home/apt,$80.00,1,276,4.63,4.76
14737084,2227088,FALSE,5,Entire rental unit,Entire home/apt,$156.00,4,26,4.69,0.46
14744807,88503948,TRUE,3,Private room in bed and breakfast,Private room,$60.00,2,119,4.81,1.98
14749870,91932961,FALSE,8,Entire rental unit,Entire home/apt,$46.00,1,254,4.6,4.31
14751241,91945371,FALSE,9,Room in hotel,Private room,$89.00,1,125,4.78,2.09
14751471,91777612,FALSE,0,Entire rental unit,Entire home/apt,$79.00,1,227,4.54,3.86
14755198,91983785,FALSE,1,Entire rental unit,Entire home/apt,$50.00,2,35,4.97,0.59
14755941,91991298,TRUE,2,Entire rental unit,Entire home/apt,$154.00,2,161,4.91,2.7
14756842,4877513,TRUE,2,Entire rental unit,Entire home/apt,$93.00,3,110,4.89,2.03
14759891,16267348,TRUE,5,Floor,Entire home/apt,$300.00,1,50,4.76,0.85
14768091,92120331,TRUE,2,Entire rental unit,Entire home/apt,$80.00,7,243,4.95,4.07
14771377,83581489,TRUE,3,Entire rental unit,Entire home/apt,$149.00,2,36,4.74,0.69
14772096,90076001,TRUE,1,Entire rental unit,Entire home/apt,$125.00,5,67,4.97,1.15
14778768,91945371,FALSE,9,Room in hotel,Private room,$131.00,1,75,4.9,1.28
14788035,43005607,TRUE,1,Entire rental unit,Entire home/apt,$131.00,3,58,4.97,1.24
14792983,91945371,FALSE,9,Room in hotel,Private room,$103.00,1,62,4.61,1.03
14793337,91945371,FALSE,9,Room in hotel,Private room,$94.00,1,11,4.91,0.19
14798644,63514118,FALSE,3,Private room in bed and breakfast,Private room,$39.00,2,267,4.55,4.51
14804594,83002480,FALSE,3,Entire residential home,Entire home/apt,$200.00,4,0,NA,NA
14805912,92509248,TRUE,3,Private room in bed and breakfast,Private room,$100.00,2,46,4.91,0.78
14815325,20892773,FALSE,1,Entire rental unit,Entire home/apt,$89.00,2,60,4.97,1.02
14817407,31922086,TRUE,2,Entire rental unit,Entire home/apt,$69.00,3,92,4.97,1.76
14824536,74550397,FALSE,1,Entire rental unit,Entire home/apt,$63.00,1,94,4.72,1.61
14831223,63514118,FALSE,3,Private room in bed and breakfast,Private room,$34.00,2,292,4.66,4.94
14831821,63514118,FALSE,3,Private room in bed and breakfast,Private room,$41.00,2,294,4.59,4.92
14835012,54731034,FALSE,1,Private room in rental unit,Private room,$50.00,1,4,4,0.07
14846353,92923071,TRUE,1,Entire rental unit,Entire home/apt,$102.00,2,151,4.79,2.63
14847393,12027987,TRUE,3,Entire rental unit,Entire home/apt,$100.00,2,146,4.87,2.48
14850440,51054790,TRUE,7,Entire rental unit,Entire home/apt,$250.00,2,41,4.71,0.73
14854126,92996129,FALSE,5,Entire condominium (condo),Entire home/apt,$57.00,1,306,4.49,5.17
14868532,92764974,TRUE,1,Entire residential home,Entire home/apt,$140.00,2,134,4.96,2.26
14870692,8019503,FALSE,8,Entire rental unit,Entire home/apt,$130.00,2,89,4.81,1.51
14880878,62273123,FALSE,1,Entire residential home,Entire home/apt,$229.00,6,43,4.81,0.85
14881199,37356947,TRUE,5,Private room in rental unit,Private room,$119.00,1,0,NA,NA
14894514,91658830,FALSE,1,Entire rental unit,Entire home/apt,$60.00,2,89,4.85,1.49
14904139,8176475,FALSE,39,Entire rental unit,Entire home/apt,$77.00,1,23,4.27,0.44
14913028,60582691,TRUE,22,Private room in bed and breakfast,Private room,$49.00,1,140,4.83,2.35
14922813,87641132,FALSE,3,Entire condominium (condo),Entire home/apt,$150.00,6,5,4.8,0.1
14923946,93811177,FALSE,1,Entire residential home,Entire home/apt,$250.00,3,30,4.76,0.51
14925459,13019431,FALSE,8,Entire rental unit,Entire home/apt,$168.00,4,1,5,0.02
14927241,15643843,FALSE,1,Entire rental unit,Entire home/apt,$106.00,2,13,4.75,0.22
14937864,87641132,FALSE,3,Entire rental unit,Entire home/apt,$160.00,5,13,4.92,0.22
14941265,10517856,TRUE,2,Entire rental unit,Entire home/apt,$150.00,2,130,4.84,2.18
14960873,94193482,TRUE,10,Entire rental unit,Entire home/apt,$190.00,2,7,5,4.67
14984334,94435359,TRUE,2,Entire residential home,Entire home/apt,$150.00,3,22,4.82,0.37
14985775,13084422,TRUE,2,Entire rental unit,Entire home/apt,$110.00,3,22,5,0.43
14988997,94193482,TRUE,10,Entire rental unit,Entire home/apt,$226.00,2,21,5,0.94
15003975,3549494,FALSE,7,Entire rental unit,Entire home/apt,$116.00,1,48,4.74,0.82
15003983,26347085,FALSE,4,Entire rental unit,Entire home/apt,$51.00,3,143,4.75,2.7
15004169,92509248,TRUE,3,Private room in bed and breakfast,Private room,$94.00,2,60,4.9,1.01
15012846,94746892,FALSE,1,Entire rental unit,Entire home/apt,$95.00,2,20,4.74,0.34
15013127,94193482,TRUE,10,Entire rental unit,Entire home/apt,$247.00,2,2,5,0.04
15020296,94804416,FALSE,5,Entire rental unit,Entire home/apt,$86.00,3,124,4.73,2.19
15030492,2634978,FALSE,124,Entire rental unit,Entire home/apt,$188.00,3,4,4.5,0.16
15031055,2634978,FALSE,124,Entire rental unit,Entire home/apt,$188.00,3,2,5,0.04
15034175,2634978,FALSE,124,Entire rental unit,Entire home/apt,$197.00,3,13,4,0.37
15034775,77891794,FALSE,1,Private room in rental unit,Private room,$30.00,2,9,5,0.17
15036517,88503948,TRUE,3,Private room in bed and breakfast,Private room,$60.00,2,104,4.81,1.77
15036710,20164796,FALSE,2,Entire rental unit,Entire home/apt,$75.00,2,117,4.64,1.98
15037264,73934712,FALSE,13,Entire rental unit,Entire home/apt,$109.00,2,107,4.72,1.84
15043557,95053004,FALSE,1,Entire rental unit,Entire home/apt,$145.00,2,4,5,0.08
15046789,5780736,FALSE,2,Entire rental unit,Entire home/apt,$154.00,2,93,4.71,1.6
15049775,82270816,FALSE,4,Private room in serviced apartment,Private room,$76.00,1,31,4.48,0.53
15062047,94193482,TRUE,10,Entire rental unit,Entire home/apt,$413.00,2,12,4.92,0.26
15062148,94193482,TRUE,10,Entire rental unit,Entire home/apt,$276.00,2,1,5,0.02
15062156,95234458,TRUE,2,Entire rental unit,Entire home/apt,$85.00,2,103,4.81,1.76
15062264,94193482,TRUE,10,Entire rental unit,Entire home/apt,$836.00,2,15,5,0.28
15062321,94193482,TRUE,10,Entire rental unit,Entire home/apt,$317.00,2,9,5,0.18
15062388,94193482,TRUE,10,Entire rental unit,Entire home/apt,$276.00,2,1,5,0.02
15063036,2634978,FALSE,124,Entire rental unit,Entire home/apt,$103.00,3,3,4.67,0.06
15064747,94193482,TRUE,10,Entire rental unit,Entire home/apt,$561.00,2,7,5,0.16
15080456,669047,TRUE,87,Entire rental unit,Entire home/apt,$249.00,3,14,4.79,0.24
15081349,669047,TRUE,87,Entire rental unit,Entire home/apt,$264.00,5,33,4.94,0.59
15083670,46904188,FALSE,12,Entire rental unit,Entire home/apt,$198.00,3,14,4.46,0.28
15089564,91945371,FALSE,9,Entire rental unit,Entire home/apt,$784.00,1,48,4.94,0.87
15096994,804374,TRUE,4,Entire rental unit,Entire home/apt,$125.00,2,171,4.73,3.22
15103612,29053703,FALSE,1,Entire rental unit,Entire home/apt,$97.00,1,9,4.38,0.19
15111754,38526944,TRUE,1,Entire rental unit,Entire home/apt,$108.00,2,340,4.97,5.88
15129385,56679424,FALSE,1,Entire rental unit,Entire home/apt,$108.00,2,241,4.78,4.3
15135044,27394391,FALSE,6,Entire rental unit,Entire home/apt,$156.00,3,51,4.39,0.87
15142490,27394391,FALSE,6,Entire rental unit,Entire home/apt,$159.00,3,52,4.71,0.99
15152983,96127192,TRUE,1,Entire rental unit,Entire home/apt,$100.00,1,117,4.78,2.16
15169037,96264799,FALSE,1,Entire rental unit,Entire home/apt,$118.00,3,175,4.8,3.02
15172875,14357135,FALSE,41,Entire rental unit,Entire home/apt,$30.00,1,20,4.22,0.4
15173394,91945371,FALSE,9,Room in hotel,Private room,$81.00,1,32,4.81,0.6
15175453,11864228,TRUE,7,Entire rental unit,Entire home/apt,$209.00,3,130,4.94,2.24
15185746,669047,TRUE,87,Entire rental unit,Entire home/apt,$264.00,3,7,4.71,0.13
15186089,669047,TRUE,87,Entire rental unit,Entire home/apt,$317.00,5,22,4.77,0.42
15186405,2634978,FALSE,124,Entire rental unit,Entire home/apt,$221.00,3,4,4.25,0.07
15187911,96414297,TRUE,2,Entire rental unit,Entire home/apt,$130.00,5,60,4.93,1.04
15192913,54303606,TRUE,2,Entire rental unit,Entire home/apt,$114.00,2,296,4.92,5.06
15211829,91932961,FALSE,8,Entire rental unit,Entire home/apt,$64.00,1,219,4.53,4.77
15234060,96839239,FALSE,1,Entire rental unit,Entire home/apt,$83.00,1,162,4.93,2.78
15242931,669047,TRUE,87,Entire rental unit,Entire home/apt,$263.00,3,34,4.88,0.86
15243635,2634978,FALSE,124,Entire rental unit,Entire home/apt,$237.00,4,1,5,0.02
15247390,96957098,FALSE,1,Entire rental unit,Entire home/apt,$158.00,2,16,4.88,0.29
15251866,96993739,FALSE,1,Entire rental unit,Entire home/apt,$90.00,3,142,4.7,2.61
15254116,88632783,FALSE,1,Entire rental unit,Entire home/apt,$280.00,3,2,5,0.03
15260806,12549899,FALSE,1,Entire rental unit,Entire home/apt,$109.00,1,4,4.67,0.11
15270872,97155931,FALSE,1,Entire rental unit,Entire home/apt,$106.00,3,121,4.6,2.09
15275797,3549494,FALSE,7,Entire rental unit,Entire home/apt,$116.00,1,46,4.83,0.78
15277122,8176475,FALSE,39,Entire rental unit,Entire home/apt,$118.00,2,17,4.41,0.29
15279977,97236143,FALSE,1,Entire rental unit,Entire home/apt,$150.00,30,3,5,0.05
15285006,54594799,TRUE,1,Entire rental unit,Entire home/apt,$145.00,2,77,4.99,1.49
15286849,21365583,FALSE,4,Entire rental unit,Entire home/apt,$220.00,3,22,4.68,0.42
15292404,97355921,FALSE,6,Private room in rental unit,Private room,$69.00,1,102,4.91,1.89
15293205,97355921,FALSE,6,Private room in rental unit,Private room,$79.00,1,85,4.94,1.46
15294191,97369278,FALSE,1,Entire rental unit,Entire home/apt,$239.00,3,13,4.85,0.23
15295464,5146501,TRUE,3,Entire rental unit,Entire home/apt,$290.00,1,103,4.98,1.76
15295568,5618111,FALSE,55,Entire rental unit,Entire home/apt,$125.00,1,148,4.59,2.79
15297093,97355921,FALSE,6,Private room in rental unit,Private room,$90.00,1,115,4.9,1.98
15323744,804374,TRUE,4,Private room in rental unit,Private room,$50.00,1,80,4.92,1.47
15358134,87463319,TRUE,11,Private room in rental unit,Private room,$26.00,3,217,4.52,3.76
15358302,87463319,TRUE,11,Private room in rental unit,Private room,$27.00,3,221,4.5,3.81
15377102,87127368,TRUE,1,Entire residential home,Entire home/apt,$80.00,3,103,4.73,1.79
15404843,3972291,TRUE,36,Entire rental unit,Entire home/apt,$167.00,3,38,4.87,0.65
15406721,98630145,TRUE,1,Entire rental unit,Entire home/apt,$85.00,3,197,4.94,3.38
15413817,2030045,TRUE,2,Entire rental unit,Entire home/apt,$116.00,3,170,4.92,3.04
15415766,63850338,FALSE,1,Private room in rental unit,Private room,$21.00,2,21,4.68,0.79
15432865,98943279,FALSE,1,Entire rental unit,Entire home/apt,$100.00,3,15,4.27,0.28
15435386,92996129,FALSE,5,Entire rental unit,Entire home/apt,$60.00,1,292,4.48,5.22
15445766,99063924,FALSE,1,Entire rental unit,Entire home/apt,$95.00,1,71,4.97,1.22
15463968,74142716,FALSE,8,Entire rental unit,Entire home/apt,$92.00,1,65,4.55,1.12
15467531,6935033,FALSE,1,Entire rental unit,Entire home/apt,$113.00,2,25,4.56,0.48
15472401,425369,FALSE,4,Entire rental unit,Entire home/apt,$38.00,1,39,4.35,0.81
15478406,99360847,TRUE,1,Entire rental unit,Entire home/apt,$152.00,1,254,4.85,4.38
15493313,35809942,FALSE,1,Private room in residential home,Private room,$386.00,8,2,4.5,0.03
15495464,16995052,TRUE,4,Entire rental unit,Entire home/apt,$76.00,4,111,4.77,2.05
15496049,94435359,TRUE,2,Entire residential home,Entire home/apt,$255.00,3,41,4.88,0.79
15503759,91945371,FALSE,9,Room in hotel,Private room,$131.00,1,4,4.75,0.22
15504021,7325760,FALSE,3,Room in hotel,Hotel room,$66.00,1,192,4.81,3.35
15508990,99638197,FALSE,1,Entire rental unit,Entire home/apt,$78.00,2,11,4.73,0.19
15510636,69173271,FALSE,2,Entire rental unit,Entire home/apt,$133.00,1,122,4.73,2.26
15517573,53977209,FALSE,2,Entire residential home,Entire home/apt,$125.00,3,10,4.6,0.17
15521372,97355921,FALSE,6,Private room in rental unit,Private room,$89.00,1,57,4.84,1.08
15526599,44990889,TRUE,6,Entire rental unit,Entire home/apt,$220.00,2,135,4.9,2.63
15553656,29628194,TRUE,5,Entire rental unit,Entire home/apt,$106.00,2,72,4.82,1.45
15592376,15891711,TRUE,3,Entire rental unit,Entire home/apt,$98.00,2,147,4.97,2.71
15596983,5530875,TRUE,7,Entire rental unit,Entire home/apt,$123.00,2,214,4.97,3.96
15598064,100521314,TRUE,1,Entire condominium (condo),Entire home/apt,$108.00,2,116,4.63,2.12
15599226,60476959,TRUE,3,Entire rental unit,Entire home/apt,$97.00,2,91,4.89,1.76
15607868,100618367,FALSE,1,Entire loft,Entire home/apt,$103.00,2,39,4.56,0.78
15628170,100743673,FALSE,1,Entire condominium (condo),Entire home/apt,$70.00,1,69,4.55,1.19
15628288,3972291,TRUE,36,Entire rental unit,Entire home/apt,$145.00,3,6,4.5,0.12
15629943,3972291,TRUE,36,Entire rental unit,Entire home/apt,$184.00,3,7,4.57,0.12
15638592,62268572,TRUE,3,Entire residential home,Entire home/apt,$300.00,3,15,4.8,0.29
15641447,97492933,TRUE,1,Entire rental unit,Entire home/apt,$65.00,2,50,4.98,0.95
15669947,15005402,TRUE,13,Entire rental unit,Entire home/apt,$100.00,3,3,4.33,0.06
15672605,87431454,TRUE,2,Private room in bed and breakfast,Private room,$80.00,1,88,4.87,3.13
15673928,101210418,NA,NA,Entire rental unit,Entire home/apt,$96.00,3,34,4.88,0.73
15674114,57633625,FALSE,2,Entire rental unit,Entire home/apt,$46.00,2,89,4.34,1.63
15699556,87463319,TRUE,11,Private room in rental unit,Private room,$21.00,3,174,4.66,3.1
15701323,1408761,TRUE,6,Entire rental unit,Entire home/apt,$124.00,3,197,4.86,3.4
15711555,101473943,FALSE,1,Entire rental unit,Entire home/apt,$60.00,2,103,4.27,1.84
15739988,101670900,FALSE,1,Entire rental unit,Entire home/apt,$95.00,2,66,4.77,1.2
15748398,66417986,TRUE,1,Entire rental unit,Entire home/apt,$85.00,2,148,4.91,2.56
15750283,10174216,TRUE,3,Entire rental unit,Entire home/apt,$100.00,1,199,4.79,3.66
15752714,36049270,FALSE,2,Entire rental unit,Entire home/apt,$100.00,2,2,5,0.05
15763795,91945371,FALSE,9,Room in hotel,Private room,$111.00,1,13,5,0.4
15765424,101940410,FALSE,1,Private room in rental unit,Private room,$63.00,1,1,1,0.02
15766835,10118920,FALSE,1,Entire condominium (condo),Entire home/apt,$200.00,4,3,5,0.05
15795193,102189143,FALSE,1,Entire rental unit,Entire home/apt,$130.00,3,20,4.95,0.39
15795698,102192914,FALSE,6,Private room in rental unit,Private room,$49.00,2,60,4.28,1.83
15796938,3972291,TRUE,36,Entire rental unit,Entire home/apt,$314.00,1,6,4.5,0.2
15798370,60582691,TRUE,22,Private room in bed and breakfast,Private room,$41.00,1,92,4.84,1.79
15798810,69921858,TRUE,9,Room in serviced apartment,Hotel room,$130.00,3,7,4.57,0.21
15800196,69921858,TRUE,9,Room in serviced apartment,Hotel room,$162.00,3,17,4.94,0.49
15800362,69921858,TRUE,9,Room in serviced apartment,Hotel room,$179.00,3,2,5,0.06
15812296,69921858,TRUE,9,Entire serviced apartment,Entire home/apt,$180.00,3,0,NA,NA
15812750,69921858,TRUE,9,Room in serviced apartment,Hotel room,$210.00,3,4,5,0.13
15814303,10189388,TRUE,60,Entire rental unit,Entire home/apt,$164.00,2,3,4.67,0.06
15824630,102453942,TRUE,1,Entire rental unit,Entire home/apt,$130.00,3,74,4.96,1.41
15836019,61723052,TRUE,7,Private room in residential home,Private room,$120.00,1,7,5,0.16
15848199,29434236,FALSE,2,Entire townhouse,Entire home/apt,$60.00,2,41,4.9,0.72
15851823,10793908,TRUE,2,Entire rental unit,Entire home/apt,$100.00,2,77,4.99,1.41
15852589,102093560,TRUE,2,Entire rental unit,Entire home/apt,$50.00,2,5,5,0.21
15857106,102762329,TRUE,2,Entire rental unit,Entire home/apt,$140.00,1,82,4.93,1.57
15863506,102818579,FALSE,1,Entire rental unit,Entire home/apt,$120.00,3,90,4.71,1.61
15893253,103082157,TRUE,1,Entire rental unit,Entire home/apt,$80.00,3,88,4.91,1.54
15894301,6713218,FALSE,6,Private room in rental unit,Private room,$110.00,2,1,5,0.02
15896253,103104349,FALSE,1,Entire rental unit,Entire home/apt,$135.00,2,54,4.6,1
15896366,6678803,TRUE,1,Entire rental unit,Entire home/apt,$86.00,3,161,4.93,2.83
15921488,20685673,TRUE,4,Entire rental unit,Entire home/apt,$70.00,1,284,4.9,5.23
15949890,46198231,FALSE,13,Private room in rental unit,Private room,$36.00,2,0,NA,NA
15966205,29619859,FALSE,33,Private room in rental unit,Private room,$88.00,1,14,4.21,0.43
15966324,29619859,FALSE,33,Private room in rental unit,Private room,$95.00,1,1,4,0.02
15967127,29619859,FALSE,33,Entire rental unit,Entire home/apt,$97.00,1,23,4.17,0.49
15971186,103736592,TRUE,1,Entire rental unit,Entire home/apt,$88.00,3,168,4.87,3.09
15976595,103336872,FALSE,1,Entire rental unit,Entire home/apt,$120.00,3,44,4.91,0.93
15992271,103935879,FALSE,1,Entire rental unit,Entire home/apt,$119.00,2,0,NA,NA
15993926,10174216,TRUE,3,Entire rental unit,Entire home/apt,$106.00,1,189,4.81,3.38
15998541,103977102,TRUE,2,Entire rental unit,Entire home/apt,$111.00,2,108,4.39,1.93
16001709,104014879,TRUE,1,Entire rental unit,Entire home/apt,$73.00,3,67,5,1.26
16008041,15178567,TRUE,35,Entire rental unit,Entire home/apt,$213.00,1,2,5,1.87
16012225,10189388,TRUE,60,Entire rental unit,Entire home/apt,$163.00,1,29,4.76,0.56
16012639,10189388,TRUE,60,Entire rental unit,Entire home/apt,$165.00,1,2,5,0.09
16022389,97732588,FALSE,2,Entire residential home,Entire home/apt,$117.00,2,58,4.67,1.02
16023990,2634978,FALSE,124,Entire rental unit,Entire home/apt,$213.00,3,13,4.75,0.26
16026019,46198231,FALSE,13,Private room in condominium (condo),Private room,$40.00,2,8,4.88,0.14
16036623,13012838,FALSE,7,Entire rental unit,Entire home/apt,$126.00,2,109,4.38,2
16044516,104436177,FALSE,1,Entire rental unit,Entire home/apt,$90.00,2,39,4.59,0.72
16046081,104450762,TRUE,1,Entire rental unit,Entire home/apt,$271.00,2,193,4.89,3.53
16061001,14269771,FALSE,2,Entire rental unit,Entire home/apt,$85.00,2,161,4.75,3.27
16061063,41711000,FALSE,2,Entire loft,Entire home/apt,$129.00,2,194,4.81,3.57
16068452,104679356,FALSE,1,Entire rental unit,Entire home/apt,$102.00,2,24,4.91,0.47
16075263,104746063,FALSE,2,Entire townhouse,Entire home/apt,$116.00,3,72,4.83,1.39
16097137,101919063,FALSE,1,Entire rental unit,Entire home/apt,$138.00,3,42,4.93,0.74
16105143,58831519,TRUE,1,Entire rental unit,Entire home/apt,$100.00,2,64,4.83,1.14
16118808,104994977,FALSE,104,Entire rental unit,Entire home/apt,$119.00,1,72,4.01,1.29
16123590,51341661,FALSE,2,Entire rental unit,Entire home/apt,$130.00,3,7,5,0.15
16128089,25998480,TRUE,3,Entire rental unit,Entire home/apt,$98.00,1,153,4.78,2.91
16142745,96142709,FALSE,1,Entire rental unit,Entire home/apt,$40.00,1,1,5,0.02
16151713,17534457,FALSE,25,Entire rental unit,Entire home/apt,$148.00,3,20,4.25,0.35
16153747,105430872,FALSE,1,Entire rental unit,Entire home/apt,$90.00,2,31,4.32,0.59
16171246,104994977,FALSE,104,Entire rental unit,Entire home/apt,$119.00,1,45,4.18,0.82
16172771,105577375,TRUE,1,Entire rental unit,Entire home/apt,$83.00,3,200,4.93,3.74
16182637,102093560,TRUE,2,Entire rental unit,Entire home/apt,$50.00,2,8,5,0.17
16184745,105682164,FALSE,9,Private room in rental unit,Private room,$113.00,1,179,4.64,3.16
16185520,45342577,TRUE,5,Entire rental unit,Entire home/apt,$81.00,2,326,4.83,5.83
16189817,105717786,TRUE,1,Entire rental unit,Entire home/apt,$159.00,2,208,4.93,3.83
16210861,104994977,FALSE,104,Entire rental unit,Entire home/apt,$147.00,1,84,4.31,1.56
16211959,102192914,FALSE,6,Private room in rental unit,Private room,$39.00,1,64,4.47,1.14
16212091,669047,TRUE,87,Entire rental unit,Entire home/apt,$477.00,3,47,4.83,0.91
16212389,104994977,FALSE,104,Entire rental unit,Entire home/apt,$274.00,1,65,4.14,1.18
16225413,105682164,FALSE,9,Private room in residential home,Private room,$113.00,1,189,4.55,3.35
16225630,105682164,FALSE,9,Private room in rental unit,Private room,$113.00,1,194,4.63,3.44
16226118,106024411,TRUE,1,Entire residential home,Entire home/apt,$115.00,2,44,4.91,0.81
16227031,106038704,TRUE,1,Entire rental unit,Entire home/apt,$220.00,2,147,4.93,2.71
16228838,12355491,FALSE,3,Private room in residential home,Private room,$70.00,2,37,4.68,0.7
16233109,8019503,FALSE,8,Entire rental unit,Entire home/apt,$109.00,1,81,4.76,1.43
16240093,498418,FALSE,1,Entire rental unit,Entire home/apt,$79.00,2,101,4.68,1.81
16249037,7978760,FALSE,4,Entire rental unit,Entire home/apt,$150.00,4,46,4.78,0.83
16252069,2634978,FALSE,124,Entire rental unit,Entire home/apt,$162.00,3,23,4.22,0.47
16256132,10072655,FALSE,15,Entire rental unit,Entire home/apt,$68.00,1,241,4.34,4.3
16267136,105682164,FALSE,9,Entire rental unit,Entire home/apt,$113.00,1,237,4.49,4.27
16279288,2634978,FALSE,124,Entire rental unit,Entire home/apt,$181.00,3,0,NA,NA
16282670,50349340,TRUE,5,Entire rental unit,Entire home/apt,$178.00,1,422,4.9,7.54
16291922,106583012,TRUE,1,Entire loft,Entire home/apt,$90.00,2,150,4.97,2.77
16292410,106586727,FALSE,1,Entire rental unit,Entire home/apt,$95.00,3,68,4.71,1.22
16295253,106608403,FALSE,1,Entire condominium (condo),Entire home/apt,$200.00,3,56,4.89,1.08
16305548,9963282,TRUE,2,Entire rental unit,Entire home/apt,$74.00,3,92,4.82,1.69
16309277,39240019,FALSE,4,Entire rental unit,Entire home/apt,$110.00,2,89,4.88,1.59
16317848,106788193,FALSE,1,Entire loft,Entire home/apt,$162.00,1,23,4.68,0.44
16318606,106790070,FALSE,3,Private room in rental unit,Private room,$63.00,2,62,4.81,1.15
16319889,106790070,FALSE,3,Private room in rental unit,Private room,$62.00,2,68,4.88,1.29
16322931,106790070,FALSE,3,Private room in rental unit,Private room,$61.00,2,66,4.82,1.3
16340500,106987259,TRUE,1,Entire residential home,Entire home/apt,$169.00,2,69,4.72,1.29
16344864,107010081,FALSE,3,Room in bed and breakfast,Hotel room,$65.00,1,158,4.77,2.94
16356820,75368043,FALSE,1,Entire rental unit,Entire home/apt,$70.00,2,182,4.72,3.26
16362139,11479309,TRUE,1,Entire rental unit,Entire home/apt,$153.00,3,84,5,1.81
16370889,107222811,TRUE,1,Entire rental unit,Entire home/apt,$155.00,2,32,4.63,0.59
16375601,4279448,FALSE,2,Entire rental unit,Entire home/apt,$72.00,2,112,4.66,2.15
16375708,4279448,FALSE,2,Entire rental unit,Entire home/apt,$90.00,2,77,4.49,1.46
16403015,107462308,FALSE,2,Shared room in condominium (condo),Shared room,"$8,266.00",1,2,4.5,0.04
16409235,41684464,TRUE,5,Entire rental unit,Entire home/apt,$110.00,2,27,4.7,0.49
16416189,5332703,FALSE,3,Entire rental unit,Entire home/apt,$81.00,2,109,4.58,2.01
16419921,22313424,FALSE,1,Entire residential home,Entire home/apt,$265.00,2,83,4.75,1.53
16423153,49930101,FALSE,3,Entire rental unit,Entire home/apt,$70.00,1,54,4.65,0.97
16436773,39117834,FALSE,1,Entire rental unit,Entire home/apt,$185.00,3,2,4.5,2
16450315,53699315,FALSE,4,Entire rental unit,Entire home/apt,$189.00,3,17,4.82,0.33
16457977,107972652,FALSE,2,Entire rental unit,Entire home/apt,"$1,086.00",3,23,4.58,0.44
16461725,11876634,TRUE,3,Entire rental unit,Entire home/apt,$70.00,3,92,4.65,1.69
16472433,108108295,TRUE,4,Entire rental unit,Entire home/apt,$100.00,3,62,4.85,1.18
16472578,4181403,TRUE,3,Room in hotel,Private room,$140.00,2,3,5,0.09
16473621,60599943,TRUE,3,Private room in villa,Private room,$82.00,1,36,4.94,0.76
16476055,102192914,FALSE,6,Private room in rental unit,Private room,$46.00,2,48,4.42,1.5
16477023,108156883,FALSE,1,Entire rental unit,Entire home/apt,$90.00,2,124,4.6,2.29
16489264,25578937,FALSE,1,Entire rental unit,Entire home/apt,$100.00,1,0,NA,NA
16495593,108340138,FALSE,1,Entire rental unit,Entire home/apt,$94.00,3,73,4.68,1.34
16510889,41898872,TRUE,6,Entire rental unit,Entire home/apt,$161.00,2,187,4.84,3.4
